훈련과정명,교육기관명,기관인증,훈련기관취업률,교육시작일자,교육종료일자,모집마감일,교육일수,교육시간,교육장소,온라인/오프라인,자비부담금,수강료지원금,훈련수당(월),추가혜택,내일배움카드필요유무,지원자격_필수,지원자격_우대,선발절차_서류심사,선발절차_면접,선발절차_코딩테스트,선발절차_사전학습과제,장비,교재지원,장점,프로젝트_숫자,프로젝트_기간,프로젝트_팀구성방식,프로젝트_협업툴,프로젝트_멘토링,취업지원_이력서자소서,취업지원_모의면접,취업지원_협력사매칭,취업지원_수료후사후관리,훈련목표,강사명,대분류,커리큘럼1,커리큘럼2,커리큘럼3,커리큘럼4,커리큘럼5,커리큘럼6,커리큘럼7,커리큘럼8,커리큘럼9,커리큘럼10
"타입스크립트로 함께하는 웹 풀 사이클 개발(React, Node.js)",(주)그렙,,71.8,20231114,20240524,20251231,119,875,서울 서초구,오프라인,0,15881250,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"사용자 인터페이스(UI) 개발 역량을 갖춘 프론트엔드 개발자 양성을 목표로, HTML/CSS/JavaScript 및 React, Vue 등 최신 프레임워크를 활용한 웹 애플리케이션 개발 능력을 함양합니다.",미상,프론트엔드 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
멋쟁이사자처럼 데이터 분석 스쿨,주식회사멋쟁이사자처럼,,해당없음,20231114,20240419,20251231,92,720,서울 종로구,오프라인,0,13068000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"데이터 기반 의사결정을 지원하는 데이터 분석가 양성을 목표로, Python, SQL을 활용한 데이터 수집, 분석, 시각화 및 인사이트 도출 역량을 함양합니다.",미상,데이터 분석,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
자바 풀스택개발자(React.js+Springboot+엘라스틱 서치)취업과정,하이미디어아카데미인재개발원,,75.6,20231114,20240508,20251231,120,960,서울 종로구,오프라인,0,9097920,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"프론트엔드와 백엔드를 아우르는 풀스택 개발자 양성을 목표로, 웹 서비스의 전체 개발 사이클을 이해하고 구현할 수 있는 종합적인 개발 역량을 함양합니다.",미상,풀스텍 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
메타버스/XR 3D 캐릭터 제작자 양성 과정,메디치교육센터 평생교육시설,,65.6,20231115,20240206,20251231,58,348,서울 금천구,오프라인,0,5073840,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"UX/UI 디자이너 양성을 목표로, 사용자 경험 설계, 인터페이스 디자인, 프로토타이핑 및 디자인 시스템 구축 역량을 함양합니다.",미상,디자인,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
언리얼엔진을 이용한 메타버스 콘텐츠 제작 과정,애드인에듀 아카데미 구로가산센터,,해당없음,20231115,20240528,20251231,130,1040,서울 금천구,오프라인,0,9856080,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"게임 개발자 양성을 목표로, Unity, Unreal Engine 등 게임 엔진을 활용한 게임 프로그래밍 및 콘텐츠 제작 역량을 함양합니다.",미상,게임,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
기업 맞춤형 클라우드 인프라 엔지니어 양성,한가람IT전문교육센터,,해당없음,20231115,20240503,20251231,115,920,세종 세종,오프라인,0,8718840,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"AWS, Azure, GCP 등 클라우드 환경에서의 인프라 설계 및 운영 역량을 갖춘 클라우드 엔지니어 양성을 목표로, DevOps, 컨테이너, 마이크로서비스 아키텍처 역량을 함양합니다.",미상,클라우드,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
"실무 프로젝트_AI(인공지능) SW 풀스택 개발자 과정(자바, 파이썬)",미래융합교육원,,66.7,20231116,20240517,20251231,122,976,대전 서구,오프라인,0,9249550,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
데이터분석 데브코스,(주)그렙,,해당없음,20231117,20240404,20251231,99,564,서울 서초구,오프라인,0,10236600,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"데이터 기반 의사결정을 지원하는 데이터 분석가 양성을 목표로, Python, SQL을 활용한 데이터 수집, 분석, 시각화 및 인사이트 도출 역량을 함양합니다.",미상,데이터 분석,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
엘리스 클라우드(자바/스프링) 기반 백엔드 엔지니어 트랙,(주)엘리스그룹,,해당없음,20231120,20240510,20251231,120,960,부산 해운대구,오프라인,0,17424000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"AWS, Azure, GCP 등 클라우드 환경에서의 인프라 설계 및 운영 역량을 갖춘 클라우드 엔지니어 양성을 목표로, DevOps, 컨테이너, 마이크로서비스 아키텍처 역량을 함양합니다.",미상,클라우드,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
IoT 기반 웹서비스 개발자 양성과정,국제인재개발원,,61.5,20231120,20240517,20251231,122,970,광주 북구,오프라인,0,9192690,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"IoT 디바이스 및 임베디드 시스템 개발자 양성을 목표로, 하드웨어와 소프트웨어를 연계한 스마트 시스템 개발 역량을 함양합니다.",미상,임베디드(IOT),기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
지능형 블록체인 웹 개발자 양성과정,백석대학교,,해당없음,20231120,20240718,20251231,132,660,충남 천안시 동남구,오프라인,0,6254820,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"블록체인 기술을 활용한 탈중앙화 애플리케이션 개발자 양성을 목표로, 스마트 컨트랙트, DApp 개발, Web3 기술 역량을 함양합니다.",미상,블록체인,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
클라우드 데브옵스 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,중앙정보기술인재개발원,,78.7,20231121,20240516,20251231,120,960,서울 강남구,오프라인,0,9097920,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"AWS, Azure, GCP 등 클라우드 환경에서의 인프라 설계 및 운영 역량을 갖춘 클라우드 엔지니어 양성을 목표로, DevOps, 컨테이너, 마이크로서비스 아키텍처 역량을 함양합니다.",미상,클라우드,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
자바(JAVA / Python)을 활용한 빅 데이터 서비스 엔지니어 양성 과정,한국직업전문학교 1캠퍼스,,해당없음,20231122,20240521,20251231,120,960,서울 구로구,오프라인,0,9097920,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"데이터 기반 의사결정을 지원하는 데이터 분석가 양성을 목표로, Python, SQL을 활용한 데이터 수집, 분석, 시각화 및 인사이트 도출 역량을 함양합니다.",미상,데이터 분석,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
프로젝트 기반 자바 스프링 풀스택 개발자,아이티윌 부산교육센터,,64.6,20231122,20240520,20251231,120,960,부산 부산진구,오프라인,0,9097920,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"프론트엔드와 백엔드를 아우르는 풀스택 개발자 양성을 목표로, 웹 서비스의 전체 개발 사이클을 이해하고 구현할 수 있는 종합적인 개발 역량을 함양합니다.",미상,풀스텍 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
클라우드기반 AI 대화형 서비스 웹개발자 양성,한국ICT인재개발원,,93.3,20231122,20240605,20251231,132,1056,서울 마포구,오프라인,0,10007710,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"AWS, Azure, GCP 등 클라우드 환경에서의 인프라 설계 및 운영 역량을 갖춘 클라우드 엔지니어 양성을 목표로, DevOps, 컨테이너, 마이크로서비스 아키텍처 역량을 함양합니다.",미상,클라우드,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
"AI기반 스마트융합(JAVA, PYTHON) 풀스택 개발자 양성",동성인재개발교육원,,69.4,20231123,20240524,20251231,123,980,부산 부산진구,오프라인,0,9287460,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
AI기반 빅데이터 개발자 양성과정,국제인재개발원,,61.5,20231123,20240531,20251231,128,920,광주 북구,오프라인,0,8718840,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
(K 디지털) 빅데이터기반 데이터사이언티스트 양성과정,인천일보아카데미,,72.7,20231124,20240522,20251231,120,960,인천 미추홀구,오프라인,0,9097920,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"데이터 기반 의사결정을 지원하는 데이터 분석가 양성을 목표로, Python, SQL을 활용한 데이터 수집, 분석, 시각화 및 인사이트 도출 역량을 함양합니다.",미상,데이터 분석,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
[스마트훈련]실무형 Kotlin & Spring 개발자 양성과정,팀스파르타주식회사,,해당없음,20231127,20240405,20251231,90,1080,서울 강남구,오프라인,0,19602000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"안드로이드, iOS 등 모바일 플랫폼에서 동작하는 애플리케이션 개발자 양성을 목표로, Kotlin, Swift, Flutter 등을 활용한 모바일 앱 개발 역량을 함양합니다.",미상,모바일,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
[스마트훈련]플러터 크로스플랫폼 모바일앱 개발자 실무과정 ,(주)모두의연구소,,해당없음,20231127,20240214,20251231,54,428,대전 중구,오프라인,0,7768200,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"안드로이드, iOS 등 모바일 플랫폼에서 동작하는 애플리케이션 개발자 양성을 목표로, Kotlin, Swift, Flutter 등을 활용한 모바일 앱 개발 역량을 함양합니다.",미상,모바일,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
미래자동차 모델기반 S/W 캠프,인천대학교산학협력단,,해당없음,20231127,20240229,20251231,63,504,인천 연수구,오프라인,0,4776400,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"프론트엔드와 백엔드를 아우르는 풀스택 개발자 양성을 목표로, 웹 서비스의 전체 개발 사이클을 이해하고 구현할 수 있는 종합적인 개발 역량을 함양합니다.",미상,풀스텍 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
AI데이터센터 활용 AI+X융합 파이프라인을 통한 인재양성 교육,광주과학기술원,,해당없음,20231127,20240228,20251231,56,350,광주 북구,오프라인,0,3316950,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
[K디지털] AI&빅데이터 분석 활용 풀스택 서비스 개발,부산IT교육센터,,65.3,20231127,20240704,20251231,150,1050,부산 부산진구,오프라인,0,9950850,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
Digital/Analog IC 기반 첨단 시스템 반도체 설계 실무과정,성균관대학교산학협력단,,해당없음,20231127,20240306,20251231,67,455,경기 성남시 분당구,오프라인,0,4459910,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"프론트엔드와 백엔드를 아우르는 풀스택 개발자 양성을 목표로, 웹 서비스의 전체 개발 사이클을 이해하고 구현할 수 있는 종합적인 개발 역량을 함양합니다.",미상,풀스텍 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
Node.js&React 기반 풀스택(프론트앤드&백앤드) 개발자 양성과정,그린컴퓨터아카데미,,해당없음,20231128,20240604,20251231,125,1000,경기 의정부시,오프라인,0,9477000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"프론트엔드와 백엔드를 아우르는 풀스택 개발자 양성을 목표로, 웹 서비스의 전체 개발 사이클을 이해하고 구현할 수 있는 종합적인 개발 역량을 함양합니다.",미상,풀스텍 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
AWS 클라우드 활용 풀스택+RPA 자동화 솔루션 개발 과정,두드림컴퓨터아카데미,,81,20231128,20240528,20251231,119,950,경기 용인시 기흥구,오프라인,0,9003150,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"AWS, Azure, GCP 등 클라우드 환경에서의 인프라 설계 및 운영 역량을 갖춘 클라우드 엔지니어 양성을 목표로, DevOps, 컨테이너, 마이크로서비스 아키텍처 역량을 함양합니다.",미상,클라우드,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
[K디지털]스마트웹기반 콘텐츠기획과 UXUI디자인 및 웹&앱제작,부산IT교육센터,,65.3,20231128,20240612,20251231,133,930,부산 부산진구,오프라인,0,8813610,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"UX/UI 디자이너 양성을 목표로, 사용자 경험 설계, 인터페이스 디자인, 프로토타이핑 및 디자인 시스템 구축 역량을 함양합니다.",미상,디자인,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
[스마트훈련]자바스크립트 웹 풀스택 개발자 실무과정,(주)모두의연구소,,해당없음,20231128,20240510,20251231,111,664,서울 강남구,오프라인,0,12051600,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"프론트엔드와 백엔드를 아우르는 풀스택 개발자 양성을 목표로, 웹 서비스의 전체 개발 사이클을 이해하고 구현할 수 있는 종합적인 개발 역량을 함양합니다.",미상,풀스텍 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
빅데이터 활용 실무 프로젝트 기반 JAVA 풀스택 개발자 양성과정,엠비씨(MBC)아카데미 컴퓨터국비지원교육센터,,72.2,20231130,20240528,20251231,121,960,서울 관악구,오프라인,0,9097920,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"데이터 기반 의사결정을 지원하는 데이터 분석가 양성을 목표로, Python, SQL을 활용한 데이터 수집, 분석, 시각화 및 인사이트 도출 역량을 함양합니다.",미상,데이터 분석,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
[세일즈포스] 청년 CRM101,대한상공회의소,,해당없음,20231201,20240412,20251231,90,728,서울 서초구,오프라인,0,-,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"프론트엔드와 백엔드를 아우르는 풀스택 개발자 양성을 목표로, 웹 서비스의 전체 개발 사이클을 이해하고 구현할 수 있는 종합적인 개발 역량을 함양합니다.",미상,풀스텍 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
JAVA 기반 백엔드 개발자 양성,(주)신세계아이앤씨,,해당없음,20231201,20240607,20251231,121,960,서울 강남구,오프라인,0,17424000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"서버 사이드 개발 역량을 갖춘 백엔드 개발자 양성을 목표로, Java/Spring, Node.js 등을 활용한 API 설계 및 데이터베이스 연동, 서버 구축 능력을 함양합니다.",미상,백엔드 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
빅데이터 분석 기반 AI 서비스 개발 부트캠프,아시아경제 교육센터,,66.2,20231204,20240523,20251231,113,900,서울 중구,오프라인,0,8576100,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
의료데이터기반 생체소재활용 3D프린팅 제품개발,전남대학교산학협력단,,해당없음,20231204,20240315,20251231,70,350,광주 북구,오프라인,0,2639000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"데이터 기반 의사결정을 지원하는 데이터 분석가 양성을 목표로, Python, SQL을 활용한 데이터 수집, 분석, 시각화 및 인사이트 도출 역량을 함양합니다.",미상,데이터 분석,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
실무 데이터 기반 반도체 소자/공정 엔지니어 융합과정,렛유인에듀이공계핵심인재양성평생교육원,,해당없음,20231204,20240316,20251231,68,455,서울 강남구,오프라인,0,4459910,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"데이터 기반 의사결정을 지원하는 데이터 분석가 양성을 목표로, Python, SQL을 활용한 데이터 수집, 분석, 시각화 및 인사이트 도출 역량을 함양합니다.",미상,데이터 분석,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
